"code","V14","V15","V16","V17","V18","V19","V20","V22","V23","V24","V25","V26","V27","SEX","AGE","MARITAL"
"DE-W",3,4,4,2,2,6,6,2,3,2,1,3,2,1,53,6
"DE-W",2,2,2,2,4,4,4,2,4,4,2,2,1,2,19,6
"DE-W",3,3,3,3,2,2,2,2,2,2,2,2,2,2,46,1
"DE-W",4,4,2,2,2,2,2,1,4,4,2,5,4,2,31,1
"DE-W",5,5,5,4,4,2,2,2,2,2,2,6,6,2,39,6
"DE-W",6,4,1,1,2,6,4,2,4,4,2,6,2,2,64,4
"DE-W",3,4,2,2,4,4,4,6,2,2,2,3,4,1,52,6
"DE-W",4,4,2,3,3,3,3,2,2,2,3,2,1,1,66,4
"DE-W",2,4,2,2,4,2,2,2,3,2,4,4,6,2,54,1
"DE-W",6,2,2,2,4,4,4,2,3,3,4,3,2,1,69,1
"DE-W",5,2,4,3,5,5,5,1,2,4,5,5,5,2,78,5
"DE-W",3,5,1,2,6,1,1,6,2,2,1,2,2,2,21,6
"DE-W",3,3,2,2,2,2,2,1,2,2,2,2,2,1,71,1
"DE-W",2,4,1,2,4,3,4,2,3,3,3,2,2,1,72,1
"DE-W",6,4,1,6,1,1,1,2,4,4,4,4,1,1,20,6
"DE-W",4,5,4,2,4,4,4,1,3,4,2,4,1,2,22,6
"DE-W",5,5,1,5,3,3,3,6,4,4,3,4,3,1,32,1
"DE-W",1,1,1,1,1,2,1,1,1,1,1,1,1,1,22,6
"DE-W",5,5,1,2,4,4,4,4,2,2,2,4,2,1,24,1
"DE-W",2,2,2,2,4,2,2,2,5,5,4,3,1,1,75,1
"DE-W",4,3,1,2,3,3,3,6,4,2,2,2,1,1,30,6
"DE-W",4,1,4,3,4,4,4,2,4,2,2,2,2,1,51,4
"DE-W",2,1,4,3,4,4,5,2,4,2,2,4,2,1,42,6
"DE-W",3,2,4,2,2,3,3,2,4,3,3,3,2,1,31,1
"DE-W",3,2,2,2,2,2,2,1,5,4,4,3,6,2,63,1
"DE-W",5,5,1,6,2,4,4,2,4,3,3,4,2,2,30,1
"DE-W",5,5,1,1,1,1,1,1,5,4,2,5,1,2,51,1
"DE-W",6,2,2,2,4,2,2,2,2,1,2,4,2,1,52,1
"DE-W",4,4,2,2,2,2,2,1,4,2,1,2,1,1,39,6
"DE-W",3,4,2,6,2,1,1,1,5,6,6,4,1,2,48,4
"DE-W",2,2,4,3,4,2,4,2,3,3,3,3,2,1,35,1
"DE-W",2,2,2,2,2,2,2,2,3,4,6,2,2,2,34,1
"DE-W",5,4,1,2,4,2,2,1,2,4,3,3,2,1,67,1
"DE-W",6,6,6,6,6,2,2,2,4,4,6,6,6,2,68,1
"DE-W",2,2,2,2,4,4,4,2,2,3,2,2,2,1,19,6
"DE-W",3,2,4,1,5,5,5,2,4,4,2,4,3,1,76,1
"DE-W",3,3,2,2,2,2,2,1,4,3,3,3,3,2,25,6
"DE-W",6,2,2,2,3,3,3,7,7,7,7,7,7,2,29,1
"DE-W",3,4,2,4,6,6,6,2,4,2,2,3,2,2,35,1
"DE-W",3,2,2,2,6,2,2,2,4,2,2,4,4,1,35,1
"DE-W",1,2,4,6,3,6,6,1,4,2,6,6,3,2,81,1
"DE-W",6,6,6,6,6,6,6,6,6,6,6,6,6,1,47,6
"DE-W",4,2,4,2,4,4,6,1,1,1,2,1,1,2,86,5
"DE-W",4,5,1,6,2,2,2,1,2,2,2,1,2,2,49,1
"DE-W",5,4,1,1,4,1,2,1,4,2,2,2,6,1,59,1
"DE-W",3,2,2,1,2,2,2,2,2,2,4,2,3,2,71,1
"DE-W",5,3,2,6,3,2,2,4,2,2,2,3,2,1,56,6
"DE-W",1,2,2,2,2,3,5,2,2,2,2,2,2,1,22,6
"DE-E",3,4,1,1,2,2,6,1,4,3,3,4,2,2,64,1
"DE-E",3,4,1,1,4,1,1,3,3,2,2,2,2,2,36,6
"DE-E",6,6,6,6,2,2,2,1,6,4,6,6,2,1,31,1
"DE-E",1,2,2,2,2,2,2,2,3,2,2,2,2,2,80,1
"DE-E",3,3,2,2,3,3,3,6,2,2,2,3,2,1,36,6
"DE-E",4,4,2,2,2,2,2,1,4,5,4,4,4,1,76,1
"DE-E",3,3,2,2,2,2,2,2,2,2,3,2,2,1,37,6
"DE-E",6,4,1,2,6,6,6,2,4,2,2,2,3,1,39,1
"DE-E",4,4,2,2,6,4,4,1,4,2,2,2,2,2,21,6
"DE-E",2,4,2,3,2,2,2,3,3,3,4,3,2,2,34,6
"DE-E",2,2,2,2,4,2,2,2,2,2,2,2,2,2,19,6
"DE-E",2,1,1,1,1,1,1,1,1,1,5,3,1,2,30,6
"DE-E",3,5,1,1,2,4,4,1,2,1,2,3,3,1,37,6
"DE-E",2,7,1,3,1,1,1,2,2,3,3,6,1,2,88,5
"DE-E",2,4,1,3,4,3,3,1,5,2,4,4,2,1,48,1
"DE-E",5,5,1,2,2,2,2,6,4,2,2,6,2,1,28,6
"DE-E",2,2,4,2,4,4,4,2,3,2,2,2,2,1,46,1
"DE-E",5,5,1,1,1,1,1,1,5,2,2,1,1,2,62,4
"DE-E",5,5,1,1,1,4,4,3,4,1,1,1,5,2,76,5
"DE-E",4,4,1,3,2,1,1,1,2,3,3,3,3,2,38,6
"DE-E",5,5,1,5,1,1,1,1,4,1,1,5,1,2,56,1
"DE-E",6,5,1,1,1,1,1,1,5,5,5,5,1,1,44,4
"DE-E",5,5,5,5,1,2,2,1,5,5,5,5,1,2,51,4
"DE-E",4,4,3,4,4,5,5,2,4,2,2,4,2,1,59,1
"DE-E",2,4,2,2,2,2,2,1,5,2,2,5,2,1,57,5
"DE-E",1,1,5,1,2,2,2,1,5,5,5,1,1,2,79,5
"DE-E",3,4,1,1,1,1,1,3,6,3,5,2,1,1,43,4
"DE-E",4,4,1,2,1,3,3,2,1,6,6,6,2,2,27,6
"DE-E",4,5,1,4,2,1,1,2,3,4,4,4,1,2,22,6
"DE-E",1,2,2,2,4,4,4,1,2,2,2,3,2,2,46,1
"DE-E",3,3,1,2,2,2,2,2,4,3,2,2,2,2,71,5
"DE-E",3,1,1,1,5,5,5,1,5,1,1,5,5,1,57,1
"DE-E",3,2,3,1,2,3,2,1,4,3,5,1,1,2,78,5
"DE-E",3,5,1,1,1,1,1,2,3,3,4,3,3,2,37,1
"DE-E",1,1,1,1,1,1,1,1,4,2,2,2,1,2,78,5
"DE-E",3,2,3,2,2,5,5,2,3,4,3,2,2,2,80,5
"DE-E",3,4,2,1,1,1,1,1,4,3,2,3,1,2,57,1
"DE-E",3,5,1,1,2,2,2,1,4,4,3,3,2,1,37,6
"DE-E",1,5,1,1,1,1,1,1,6,6,6,6,6,1,54,1
"DE-E",6,1,2,4,3,4,4,6,4,2,1,6,4,1,71,6
"DE-E",3,2,2,2,6,4,4,1,5,2,3,2,3,2,55,1
"DE-E",6,5,1,5,1,4,4,1,5,5,2,4,1,2,38,6
"DE-E",2,2,3,2,2,3,3,2,5,2,3,2,2,2,92,5
"DE-E",4,4,2,2,2,2,2,1,4,4,2,3,3,2,46,1
"DE-E",5,5,1,3,1,1,1,1,3,3,3,3,1,2,33,6
"DE-E",4,3,2,2,2,2,2,2,3,3,3,3,2,2,53,4
"DE-E",3,2,1,2,3,2,2,1,2,3,3,3,1,2,19,6
"DE-E",2,3,2,2,2,2,3,2,4,4,2,4,2,1,72,1
"DE-E",3,3,1,3,4,4,4,6,6,1,2,3,1,1,26,6
"DE-E",3,4,2,2,2,2,2,1,4,4,4,4,6,2,45,1
"DE-E",5,4,1,1,1,1,1,1,3,2,2,2,2,2,43,4
"DE-E",5,5,2,3,6,6,6,6,6,6,6,6,6,2,39,1
"DE-E",5,5,1,1,2,2,4,1,4,2,2,3,1,2,49,4
"DE-E",2,2,2,1,2,4,4,1,4,2,2,4,2,1,31,1
"DE-E",3,2,2,2,4,4,4,2,3,2,4,2,2,1,47,1
"DE-E",2,3,5,2,1,1,1,1,4,2,4,3,2,2,28,1
"DE-E",6,6,6,4,4,4,4,1,3,3,2,3,3,1,62,1
"DE-E",4,4,2,2,2,2,2,2,3,2,4,2,2,1,40,6
"DE-E",3,4,2,2,1,1,1,1,4,4,3,4,2,2,74,1
"DE-E",2,4,2,4,4,2,2,2,4,2,2,2,1,1,24,6
"DE-E",3,3,1,3,1,1,1,1,3,3,3,2,3,2,49,1
"DE-E",3,2,2,2,4,2,2,2,4,4,4,4,3,2,61,1
"DE-E",4,4,2,2,2,2,2,2,4,7,2,2,2,1,39,1
"DE-E",3,4,1,1,2,2,2,1,3,3,2,3,3,2,28,6
"DE-E",1,1,3,4,5,5,5,1,5,2,3,3,1,1,64,1
"DE-E",3,3,4,4,1,1,1,1,4,4,4,4,2,2,68,1
"DE-E",6,3,2,2,4,1,1,1,2,2,4,4,2,2,45,1
"DE-E",3,3,2,2,2,2,2,1,4,4,3,2,3,2,71,1
"DE-E",3,3,3,4,2,4,4,2,3,3,2,3,1,1,59,1
"DE-E",5,5,1,1,1,1,1,4,4,4,4,4,4,2,20,6
"DE-E",6,4,1,4,1,1,1,7,7,7,7,7,7,2,42,1
"DE-E",2,3,1,2,2,2,2,2,4,2,3,2,2,2,23,6
"DE-E",3,4,2,2,4,2,2,2,3,2,4,2,2,1,28,6
"DE-E",2,4,1,2,1,1,1,2,4,2,2,4,2,2,52,4
"DE-E",6,4,6,6,4,4,5,1,4,4,2,3,2,1,46,1
"DE-E",3,4,2,2,4,2,2,1,2,3,2,1,3,2,44,3
"DE-E",2,2,4,2,3,4,4,1,4,4,3,3,2,2,80,1
"DE-E",5,1,1,1,2,4,4,1,1,1,4,4,4,2,58,4
"DE-E",5,5,1,5,1,1,1,1,4,2,2,4,3,2,43,6
"DE-E",1,1,1,2,1,1,1,1,5,4,3,2,2,2,35,1
"DE-E",4,4,4,4,4,2,2,1,4,4,4,3,5,2,62,1
"DE-E",5,5,1,1,2,2,2,3,2,2,2,3,2,2,24,6
"DE-E",7,4,4,2,2,2,4,1,2,2,1,1,1,1,79,1
"DE-E",1,1,3,4,2,2,2,2,4,3,2,2,2,2,64,1
"DE-E",1,1,4,2,2,2,2,1,4,3,3,3,2,2,50,1
"DE-E",4,4,1,1,1,1,1,1,4,4,3,3,3,1,63,1
"DE-E",3,4,1,1,4,1,1,1,5,4,2,4,4,1,74,1
"DE-E",2,3,2,1,1,1,1,2,3,4,6,3,1,2,59,1
"DE-E",2,2,2,3,4,4,4,2,4,2,2,3,2,1,20,6
"DE-E",3,3,1,3,1,1,1,1,4,2,4,3,3,2,46,1
"DE-E",3,4,1,1,4,1,1,1,4,2,2,1,3,1,61,1
"DE-E",1,5,1,1,2,5,5,2,1,1,2,4,5,1,73,1
"DE-E",3,3,2,2,2,2,2,2,3,2,2,4,3,2,48,1
"DE-E",5,5,5,1,4,6,6,1,2,2,4,6,2,2,48,4
"DE-E",2,4,1,1,4,2,2,2,4,2,2,3,2,1,22,6
"DE-E",2,5,1,3,4,1,1,2,4,2,1,3,2,2,24,6
"DE-E",2,3,1,6,2,1,1,6,5,2,2,1,1,2,31,6
"DE-E",3,3,2,2,3,2,4,1,3,2,4,2,2,1,74,1
"DE-E",3,5,4,3,2,3,3,2,3,3,3,3,2,1,30,6
"DE-E",4,4,1,1,2,2,2,3,4,2,2,3,3,1,74,4
"DE-E",2,2,3,2,3,3,4,1,4,2,3,3,2,1,72,1
"DE-E",1,1,4,2,4,4,4,1,4,4,2,2,3,1,77,1
"DE-E",3,5,1,4,1,1,1,2,6,3,4,4,2,2,29,6
"DE-E",4,5,2,4,2,6,6,1,5,5,5,6,1,2,46,1
"DE-E",3,2,2,2,4,4,4,1,4,4,4,4,2,2,44,1
"DE-E",5,5,1,1,1,1,1,1,2,2,2,5,3,2,24,6
"DE-E",1,2,4,3,2,3,3,1,4,3,4,2,2,2,53,1
"DE-E",2,3,2,3,3,4,4,2,2,2,2,2,2,1,44,6
"DE-E",5,4,3,3,3,2,2,3,3,2,2,3,3,1,47,1
"DE-E",2,1,3,3,4,3,4,2,2,3,2,2,2,1,19,6
"DE-E",5,7,1,1,1,1,2,1,5,4,2,4,2,2,49,1
"DE-E",4,5,1,4,4,4,4,1,3,5,2,3,2,2,25,6
"DE-E",3,4,1,1,2,1,1,3,5,2,2,5,2,1,38,1
"DE-E",2,4,2,2,2,2,2,2,2,2,2,2,2,2,44,1
"DE-E",5,5,2,2,2,4,5,1,5,4,5,4,1,2,61,4
"DE-E",4,2,2,2,4,4,4,1,4,1,1,2,1,2,41,1
"DE-E",6,3,2,3,4,4,4,2,2,2,2,6,2,1,51,1
"DE-E",1,2,4,2,2,4,4,1,2,2,2,4,4,1,63,1
"DE-E",3,5,5,5,1,1,1,1,4,1,1,4,2,2,48,6
"DE-E",1,1,5,5,5,5,5,1,5,5,5,5,1,2,46,1
"DE-E",3,5,1,4,1,1,1,2,2,2,2,4,3,2,55,1
"DE-E",2,3,3,2,1,1,1,1,4,4,2,2,3,2,62,4
"DE-E",4,4,1,4,2,1,1,2,4,4,2,3,1,2,20,6
"DE-E",3,5,1,2,2,2,2,2,4,4,4,4,2,1,54,1
"DE-E",4,5,1,4,1,1,1,1,4,2,1,5,2,1,51,1
"DE-E",2,3,2,2,3,2,2,1,4,2,4,3,2,1,40,1
"DE-E",4,5,1,1,1,1,1,1,7,4,5,5,1,2,44,6
"DE-E",6,4,2,2,4,4,4,1,3,1,4,4,2,1,47,1
"DE-E",2,4,6,2,2,6,6,1,2,5,2,3,2,2,77,5
"DE-E",5,5,1,1,1,1,1,1,1,5,1,5,1,1,20,6
"DE-E",2,2,2,2,4,4,4,6,3,2,3,2,2,1,48,6
"DE-E",4,4,2,4,2,4,4,2,4,4,3,4,2,1,50,1
"DE-E",2,3,3,3,1,2,3,2,2,4,3,3,2,1,84,5
"DE-E",4,4,2,2,2,2,2,1,4,4,4,2,2,2,42,3
"DE-E",2,2,2,4,2,2,4,1,4,2,3,4,2,1,58,1
"DE-E",4,2,2,2,2,2,4,2,4,4,4,2,2,2,71,1
"DE-E",3,2,1,3,2,2,4,2,5,4,3,3,3,1,40,6
"DE-E",6,1,1,4,4,4,4,6,4,1,3,3,3,2,75,4
"DE-E",6,1,3,1,1,6,6,1,3,5,6,5,1,2,62,1
"DE-E",4,4,2,2,2,4,5,1,4,4,4,2,2,2,77,1
"DE-E",3,3,1,4,2,2,2,2,3,2,2,2,2,2,22,6
"DE-E",4,4,1,1,1,1,1,1,4,4,2,4,4,2,57,1
"DE-E",4,7,3,1,1,1,1,1,2,2,2,1,3,2,71,1
"DE-E",2,2,2,3,1,1,1,1,3,4,2,2,2,1,61,1
"DE-E",2,4,2,1,4,2,2,2,4,2,4,4,2,1,26,6
"DE-E",3,3,2,3,4,2,2,1,4,3,3,3,2,2,30,6
"DE-E",4,5,5,5,2,2,2,1,5,4,4,3,1,2,44,1
"DE-E",5,5,1,1,3,1,1,2,3,3,3,3,2,1,55,4
"DE-E",4,4,2,1,2,2,2,1,5,4,2,2,1,1,82,1
"DE-E",4,1,4,4,4,2,4,2,4,5,4,2,2,1,19,6
"DE-E",4,4,3,2,1,2,2,1,5,5,3,5,1,2,51,4
"DE-E",2,2,2,2,2,2,2,2,4,3,3,2,2,1,21,6
"DE-E",3,4,2,3,2,2,2,2,3,3,2,2,2,2,22,6
"DE-E",3,4,1,3,4,4,4,1,4,1,2,3,2,1,60,1
"DE-E",4,1,4,3,1,2,4,1,4,3,3,2,2,2,78,1
"DE-E",4,5,1,4,2,4,4,1,3,2,2,4,4,1,49,1
"DE-E",4,4,2,3,2,2,2,1,4,4,3,3,3,1,26,6
"DE-E",3,3,3,4,2,2,2,1,3,3,3,3,3,2,68,1
"DE-E",1,1,1,1,5,5,5,1,1,5,5,1,1,1,78,5
"DE-E",5,5,1,3,2,1,1,1,5,2,2,5,4,2,72,5
"DE-E",3,3,1,2,2,2,2,1,4,5,4,3,3,1,31,1
"DE-E",6,5,1,1,1,1,1,1,4,2,2,5,2,2,54,1
"DE-E",1,2,5,2,2,2,2,1,3,4,5,1,1,2,64,1
"DE-E",4,4,2,3,2,2,2,2,4,3,3,3,2,1,36,6
"DE-E",2,4,2,2,2,2,4,2,4,4,4,4,2,2,80,5
"DE-E",4,4,4,4,2,2,2,1,2,4,1,2,1,2,69,5
"DE-E",5,5,1,1,4,1,1,1,3,2,3,3,6,2,34,6
"DE-E",1,3,2,2,2,2,2,2,4,4,4,4,2,2,60,1
"DE-E",4,4,2,1,1,1,1,1,5,5,5,5,1,1,55,1
"DE-E",2,4,4,4,1,1,2,1,4,4,4,5,4,1,52,1
"DE-E",1,2,2,1,2,2,2,1,5,4,4,2,2,2,50,1
"DE-E",5,5,1,1,2,1,1,2,4,3,4,4,4,2,80,4
"DE-E",2,2,3,3,4,3,3,1,4,2,4,2,2,1,60,1
"DE-E",5,7,1,1,1,1,5,1,5,5,5,5,2,1,52,1
"DE-E",5,4,2,2,4,4,4,4,3,3,3,3,1,1,28,6
"DE-E",6,6,1,1,4,5,5,1,4,1,2,3,4,2,61,6
"DE-E",5,1,2,1,2,2,4,7,4,4,4,1,1,1,63,1
"DE-E",3,4,1,2,2,2,2,2,4,4,4,3,2,2,50,1
"DE-E",2,1,1,1,1,1,1,1,2,2,1,1,1,1,64,1
"DE-E",2,2,4,2,4,4,4,1,4,3,3,6,2,2,78,6
"DE-E",2,1,3,3,5,5,5,2,4,3,3,2,2,2,52,6
"DE-E",6,5,1,1,4,2,2,2,4,2,2,3,2,1,31,6
"DE-E",1,1,1,4,2,2,2,1,4,4,4,4,2,1,48,1
"DE-E",2,4,1,2,2,1,1,1,4,5,2,5,2,1,31,1
"DE-E",3,1,4,2,2,3,3,1,4,2,3,2,1,1,68,1
"DE-E",3,5,1,1,1,1,1,1,2,3,2,3,1,2,24,6
"DE-E",4,4,1,2,3,4,4,6,1,1,2,4,2,1,23,6
"DE-E",5,4,2,2,2,2,2,1,2,1,1,5,3,1,58,4
"DE-E",6,4,1,1,2,1,1,6,2,6,2,3,4,2,74,6
"DE-E",3,2,2,2,2,2,2,2,4,4,3,3,2,2,39,6
"DE-E",6,4,1,1,2,2,2,1,3,3,4,2,1,2,90,5
"DE-E",3,3,2,2,2,2,2,2,3,4,4,2,2,1,47,6
"DE-E",3,3,1,3,2,1,1,1,4,2,1,1,3,2,41,6
"DE-E",3,4,2,2,4,5,5,2,3,2,2,3,2,1,32,4
"DE-E",5,5,1,3,4,1,1,3,3,2,2,2,3,1,42,1
"DE-E",2,2,4,2,3,4,4,5,2,3,2,2,4,1,46,1
"DE-E",1,4,2,2,2,2,2,1,5,4,2,2,2,2,57,1
"DE-E",3,2,2,2,4,4,4,1,1,4,2,3,2,2,25,1
"DE-E",3,3,3,3,2,2,2,1,2,2,2,4,2,2,47,1
"DE-E",2,1,3,1,4,2,2,2,4,1,2,4,2,2,76,1
"DE-E",2,4,2,1,1,1,1,2,4,3,3,3,2,2,56,1
"DE-E",2,6,2,2,4,4,4,2,4,2,2,2,2,1,52,1
"DE-E",6,4,3,3,2,2,2,1,2,3,4,4,1,1,46,6
"DE-E",2,2,2,1,1,2,4,1,4,4,2,4,2,2,64,1
"DE-E",5,5,1,6,2,6,6,6,6,6,6,6,1,1,20,6
"DE-E",3,2,2,3,2,2,1,1,3,2,2,3,2,2,46,1
"DE-E",3,3,4,2,4,4,4,2,4,2,4,4,2,1,42,6
"DE-E",2,3,1,3,1,1,1,2,4,4,4,3,2,2,24,6
"DE-E",1,2,2,2,7,7,7,1,4,2,4,2,2,2,69,1
"DE-E",3,3,2,2,1,1,1,1,4,4,4,3,2,2,31,6
"DE-E",4,4,2,2,2,2,2,1,4,2,4,4,2,1,64,1
"DE-E",4,4,1,4,2,2,2,2,2,4,2,4,2,1,37,6
"DE-E",1,4,1,1,2,2,2,1,3,2,2,3,2,1,50,1
"DE-E",6,4,1,2,3,6,6,3,3,2,3,2,1,1,28,6
"DE-E",4,3,2,2,1,2,2,1,4,3,2,3,3,2,41,1
"DE-E",3,4,2,2,2,2,2,2,4,4,3,3,2,2,36,1
"DE-E",3,5,1,5,4,1,1,2,2,1,1,5,3,2,47,1
"DE-E",6,5,1,1,2,2,2,2,4,1,1,3,2,1,73,1
"DE-E",5,5,1,4,1,1,1,1,2,5,5,5,4,2,56,1
"DE-E",2,2,2,2,2,4,4,2,4,2,2,3,2,2,44,1
"DE-E",1,1,5,3,1,5,5,1,1,5,1,5,1,1,62,5
"DE-E",1,4,2,1,1,1,2,1,2,2,3,3,2,1,57,1
"DE-E",5,4,1,1,1,4,4,1,5,3,2,2,4,2,68,1
"DE-E",3,4,2,4,3,6,6,1,4,4,6,2,1,1,48,4
"DE-E",5,5,2,5,2,2,2,2,4,4,2,4,2,1,47,1
"DE-E",1,2,2,1,1,2,3,1,5,4,4,2,2,1,51,1
"DE-E",4,5,1,2,4,4,4,4,2,2,2,1,1,2,48,1
"DE-E",4,4,1,2,6,4,4,3,3,2,2,3,2,1,31,6
"DE-E",5,5,1,4,5,1,1,2,2,2,2,3,4,2,48,4
"DE-E",4,3,1,2,2,4,4,1,4,2,2,4,2,2,92,5
"DE-E",6,6,1,1,2,2,2,1,2,2,2,6,2,2,65,1
"DE-E",3,3,1,2,4,2,4,1,4,4,2,2,2,1,54,1
"DE-E",1,1,1,1,5,1,1,1,5,5,2,1,1,1,63,1
"DE-E",4,4,1,1,1,2,2,1,4,4,2,2,1,1,25,6
"DE-E",4,5,1,1,4,2,2,1,4,2,2,4,4,1,58,1
"DE-E",4,2,1,1,2,2,4,2,4,4,3,3,2,1,53,4
"DE-E",4,3,1,1,1,1,1,1,4,3,4,4,1,2,61,5
"DE-E",3,3,3,2,4,2,2,1,4,4,4,3,4,1,60,1
"DE-E",5,1,1,1,1,3,5,2,3,2,2,4,2,1,41,6
"DE-E",2,2,2,2,4,1,2,1,5,5,2,4,1,2,49,1
"DE-E",3,3,1,6,2,6,6,1,2,2,2,2,3,2,27,6
"DE-E",3,4,2,2,2,2,2,6,3,2,2,2,2,2,46,4
"DE-E",3,5,5,1,6,6,6,1,2,2,2,5,1,2,57,1
"DE-E",3,5,3,1,3,2,2,1,5,4,3,3,3,2,71,1
"DE-E",2,2,2,2,2,2,2,1,2,2,4,3,2,2,47,1
"DE-E",6,5,5,1,6,6,6,1,2,5,5,3,5,1,84,5
"DE-E",3,5,1,1,2,2,2,1,4,1,2,5,1,2,71,1
"DE-E",5,5,1,1,2,2,3,2,4,2,4,4,3,1,24,6
"DE-E",2,2,4,4,4,5,5,2,4,3,2,3,1,1,27,6
"DE-E",4,4,2,2,4,4,4,1,4,3,2,2,2,1,41,6
"DE-E",1,2,2,2,2,3,3,2,2,2,2,2,2,1,26,6
"DE-E",5,5,1,1,1,2,2,1,4,4,2,3,2,2,73,1
"DE-E",2,2,2,1,4,1,1,2,5,5,3,3,5,2,47,1
"DE-E",4,5,1,2,1,1,2,2,5,2,2,4,2,1,54,4
"DE-E",4,4,2,1,1,1,1,1,4,4,5,4,4,1,49,1
"DE-E",2,3,3,1,2,2,2,1,2,2,3,2,2,2,66,1
"DE-E",2,4,5,5,4,1,5,1,5,4,5,5,1,1,60,1
"DE-E",3,3,2,4,2,2,2,1,3,2,2,4,3,2,57,1
"DE-E",4,2,3,3,1,1,1,1,4,2,4,4,4,1,74,1
"DE-E",6,3,2,1,4,3,3,1,3,3,2,2,5,1,83,4
"DE-E",3,1,2,1,2,2,2,1,2,1,2,2,2,2,56,1
"DE-E",4,4,2,1,1,2,2,1,4,4,4,4,1,2,71,1
"DE-E",2,2,2,3,4,5,5,1,4,4,2,2,2,1,77,1
"DE-E",6,2,2,2,4,6,6,1,4,4,4,4,2,2,57,1
"DE-E",3,5,2,3,2,3,3,1,4,3,3,3,2,2,54,1
"DE-E",6,5,1,1,5,5,5,1,5,5,2,6,1,1,48,6
"DE-E",2,3,2,2,1,2,3,1,3,2,2,1,1,2,58,5
"DE-E",1,3,2,2,4,2,2,1,4,3,2,2,4,1,42,1
"DE-E",2,2,2,2,2,4,4,2,4,4,4,3,2,1,48,4
"DE-E",3,1,1,1,1,4,2,1,6,1,1,1,1,1,84,1
"DE-E",2,3,3,3,2,2,2,2,3,2,2,2,2,1,22,6
"DE-E",3,4,2,1,2,6,6,1,5,5,3,3,1,2,65,1
"DE-E",4,5,1,2,2,2,2,1,5,4,4,4,1,2,22,6
"DE-E",3,3,1,1,2,2,2,2,3,3,1,2,3,2,65,1
"DE-E",4,2,4,5,4,4,4,2,4,4,2,3,2,2,34,1
"DE-E",1,1,4,1,5,5,5,1,4,2,2,1,2,2,72,1
"DE-E",6,1,6,2,2,6,6,6,3,6,6,6,1,1,61,6
"DE-E",4,4,1,2,2,2,3,3,2,3,2,2,2,2,34,6
"DE-E",3,3,2,2,4,4,4,1,3,2,5,3,2,1,25,6
"DE-E",5,5,2,1,1,1,1,1,3,2,1,6,6,2,66,4
"DE-E",2,1,4,2,1,6,6,1,2,2,2,3,2,2,75,5
"DE-E",4,4,4,2,2,2,2,1,5,2,2,3,2,1,54,1
"DE-E",3,4,1,1,2,2,2,1,2,2,2,3,1,2,26,6
"DE-E",3,3,1,1,1,1,1,1,3,3,4,3,6,2,52,4
"DE-E",3,5,5,1,6,1,1,1,3,3,3,4,2,2,68,5
"DE-E",2,3,3,2,3,5,5,1,2,2,2,1,2,1,65,1
"DE-E",1,1,2,2,2,4,4,1,2,7,2,2,2,1,61,1
"DE-E",3,4,2,4,3,2,3,2,3,4,3,4,2,1,23,1
"DE-E",5,2,2,1,2,2,2,1,4,3,4,3,2,1,62,1
"DE-E",5,5,1,2,1,1,1,1,4,2,2,3,2,2,63,6
"DE-E",4,4,1,1,4,4,4,1,3,3,2,3,2,2,37,6
"DE-E",5,5,2,4,1,3,3,2,2,4,3,4,2,2,22,6
"DE-E",3,2,2,2,4,4,4,2,4,2,2,2,2,2,57,1
"DE-E",6,2,4,2,2,2,2,2,2,4,2,2,2,1,60,4
"DE-E",3,3,2,2,4,2,2,3,3,4,2,3,2,2,43,6
"DE-E",5,5,1,1,1,1,1,1,4,4,4,5,1,2,36,6
"DE-E",3,3,2,3,2,2,2,1,3,4,3,4,2,1,26,6
"DE-E",3,4,1,2,3,4,4,1,3,4,4,3,1,1,23,6
"DE-E",2,1,5,1,4,5,4,1,5,2,4,5,2,2,48,1
"DE-E",4,5,1,1,1,1,1,1,4,2,2,4,1,2,84,1
"DE-E",5,3,1,1,3,3,3,1,5,5,5,3,1,1,37,4
"DE-E",3,3,2,1,2,2,2,1,4,2,4,5,3,1,61,1
"DE-E",3,2,3,2,2,1,1,2,4,2,3,3,1,1,76,1
"DE-E",6,2,2,6,2,3,3,2,4,4,4,6,3,2,32,1
"DE-E",5,5,1,1,1,1,1,1,5,2,2,2,1,1,55,1
"DE-E",6,2,4,1,2,5,5,1,4,5,3,1,1,2,88,5
"DE-E",4,1,4,5,1,2,2,1,5,5,5,1,1,1,82,5
"DE-E",5,5,1,4,1,1,1,1,2,1,1,3,4,1,90,5
"DE-E",1,1,4,2,2,2,3,1,4,4,4,2,2,1,69,1
"DE-E",4,4,2,1,3,1,3,1,2,2,2,4,2,2,82,1
"DE-E",5,5,5,1,2,1,1,2,4,3,4,3,2,2,54,6
"DE-E",1,4,2,2,4,5,5,1,5,3,5,3,1,1,73,5
"DE-E",3,4,2,1,4,6,6,1,5,2,2,5,2,2,65,1
"DE-E",4,4,1,2,1,2,2,1,5,2,4,5,6,2,51,1
"DE-E",4,4,1,4,2,2,2,4,4,5,4,4,2,2,39,1
"DE-E",5,5,1,1,2,2,2,1,5,5,2,4,3,2,55,1
"DE-E",4,1,5,1,4,5,5,1,4,4,2,2,1,1,66,1
"DE-E",3,3,2,2,4,2,2,1,4,4,3,4,3,1,59,1
